Wear always protective equipment including helmets , kneepads and others .	['VB', 'RB', 'JJ', 'NN', 'VBG', 'NNS', ',', 'NNS', 'CC', 'NNS', '.']	[('root', 0), ('advmod', 3), ('amod', 4), ('obj', 1), ('case', 6), ('nmod', 4), ('punct', 8), ('conj', 6), ('cc', 10), ('conj', 6), ('punct', 1)]
Act As a wikiHow Admin	['NN', 'IN', 'DT', 'NN', 'WRB', 'NNP']	[('root', 0), ('case', 4), ('det', 4), ('nmod', 1), ('advmod', 6), ('appos', 4)]

Pick an arena to compete in or have the game choose it for you by selecting Random in the Battle customization screen .	['VB', 'DT', 'NN', 'TO', 'VB', 'RB', 'CC', 'VB', 'DT', 'NN', 'VB', 'PRP', 'IN', 'PRP', 'IN', 'VBG', 'NNP', 'IN', 'DT', 'NNP', 'NN', 'NN', '.']	[('root', 0), ('det', 3), ('obj', 1), ('mark', 5), ('advcl', 1), ('advmod', 5), ('cc', 8), ('conj', 5), ('det', 10), ('obj', 8), ('xcomp', 8), ('obj', 11), ('case', 14), ('obl', 11), ('mark', 16), ('advcl', 11), ('obj', 16), ('case', 22), ('det', 22), ('compound', 22), ('compound', 22), ('obl', 16), ('punct', 1)]
If you 'd like , you can have the game choose it for you by selecting Random in the Battle customization screen .	['IN', 'PRP', 'MD', 'VB', ',', 'PRP', 'MD', 'VB', 'DT', 'NN', 'VB', 'PRP', 'IN', 'PRP', 'IN', 'VBG', 'NNP', 'IN', 'DT', 'NNP', 'NN', 'NN', '.']	[('mark', 4), ('nsubj', 4), ('aux', 4), ('advcl', 8), ('punct', 8), ('nsubj', 8), ('aux', 8), ('root', 0), ('det', 10), ('obj', 8), ('xcomp', 8), ('obj', 11), ('case', 14), ('obl', 11), ('mark', 16), ('advcl', 11), ('obj', 16), ('case', 22), ('det', 22), ('compound', 22), ('compound', 22), ('obl', 16), ('punct', 8)]

Think of the sad , confusing , scary , and angry thoughts .	['VB', 'IN', 'DT', 'JJ', ',', 'JJ', ',', 'JJ', ',', 'CC', 'JJ', 'NNS', '.']	[('root', 0), ('case', 12), ('det', 12), ('amod', 12), ('punct', 6), ('conj', 4), ('punct', 8), ('conj', 4), ('punct', 11), ('cc', 11), ('conj', 4), ('obl', 1), ('punct', 1)]
You may also think of sad , confusing , scary , or angry thoughts .	['PRP', 'MD', 'RB', 'VB', 'IN', 'JJ', ',', 'JJ', ',', 'JJ', ',', 'CC', 'JJ', 'NNS', '.']	[('nsubj', 4), ('aux', 4), ('advmod', 4), ('root', 0), ('case', 14), ('amod', 14), ('punct', 8), ('conj', 6), ('punct', 10), ('conj', 6), ('punct', 13), ('cc', 13), ('conj', 6), ('obl', 4), ('punct', 4)]

Look serious : If you look too serious to approach then you will be considered as angry .	['VB', 'JJ', ':']	[('root', 0), ('xcomp', 1), ('punct', 1)]
If you look too serious to approach , then you will be considered as angry .	['IN', 'PRP', 'VBP', 'RB', 'JJ', 'TO', 'VB', ',', 'RB', 'PRP', 'MD', 'VB', 'VBN', 'RB', 'JJ', '.']	[('mark', 3), ('nsubj', 3), ('advcl', 13), ('advmod', 5), ('xcomp', 3), ('mark', 7), ('advcl', 5), ('punct', 13), ('advmod', 13), ('nsubj:pass', 13), ('aux', 13), ('aux:pass', 13), ('root', 0), ('advmod', 15), ('xcomp', 13), ('punct', 13)]

Understand that when you find a call for actors , look at the character types , to see if you fit .	['VB', 'IN', 'WRB', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'NNS', ',', 'VB', 'IN', 'DT', 'NN', 'NNS', ',', 'TO', 'VB', 'IN', 'PRP', 'VBP', '.']	[('root', 0), ('mark', 11), ('mark', 5), ('nsubj', 5), ('advcl', 11), ('det', 7), ('obj', 5), ('case', 9), ('nmod', 7), ('punct', 11), ('ccomp', 1), ('case', 15), ('det', 15), ('compound', 15), ('obl', 11), ('punct', 11), ('mark', 18), ('advcl', 11), ('mark', 21), ('nsubj', 21), ('advcl', 18), ('punct', 1)]
When you find a call for actors , look at the character types to see if you fit the descriptions .	['WRB', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'NNS', ',', 'VB', 'IN', 'DT', 'NN', 'NNS', 'TO', 'VB', 'IN', 'PRP', 'VBP', 'DT', 'NNS', '.']	[('mark', 3), ('nsubj', 3), ('advcl', 9), ('det', 5), ('obj', 3), ('case', 7), ('nmod', 5), ('punct', 9), ('root', 0), ('case', 13), ('det', 13), ('compound', 13), ('obl', 9), ('mark', 15), ('acl', 13), ('mark', 18), ('nsubj', 18), ('advcl', 15), ('det', 20), ('obj', 18), ('punct', 9)]

Open the door but before you run out drop both of they keys on the ground making sure you did n't kick them out .	['VB', 'DT', 'NN', 'CC', 'IN', 'PRP', 'VBP', 'RP', 'VBP', 'DT', 'IN', 'PRP', 'VBZ', 'IN', 'DT', 'NN', 'VBG', 'JJ', 'PRP', 'VBD', 'RB', 'VB', 'PRP', 'RP', '.']	[('root', 0), ('det', 3), ('obj', 1), ('cc', 9), ('mark', 7), ('nsubj', 7), ('advcl', 9), ('compound:prt', 7), ('conj', 1), ('obj', 9), ('obl', 13), ('nsubj', 13), ('advcl', 9), ('case', 16), ('det', 16), ('obl', 13), ('advcl', 13), ('xcomp', 17), ('nsubj', 22), ('aux', 22), ('advmod', 22), ('ccomp', 18), ('obj', 22), ('compound:prt', 22), ('punct', 1)]
But before you run out , drop both of the keys on the ground , making sure you did n't kick them out .	['CC', 'IN', 'PRP', 'VBP', 'RP', ',', 'VB', 'DT', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', ',', 'VBG', 'JJ', 'PRP', 'VBD', 'RB', 'VB', 'PRP', 'RP', '.']	[('cc', 7), ('mark', 4), ('nsubj', 4), ('advcl', 7), ('compound:prt', 4), ('punct', 7), ('root', 0), ('obj', 7), ('case', 11), ('det', 11), ('nmod', 8), ('case', 14), ('det', 14), ('obl', 7), ('punct', 7), ('advcl', 7), ('xcomp', 16), ('nsubj', 21), ('aux', 21), ('advmod', 21), ('ccomp', 17), ('obj', 21), ('compound:prt', 21), ('punct', 7)]

Speaking a second language .	['VBG', 'DT', 'JJ', 'NN', '.']	[('root', 0), ('det', 4), ('amod', 4), ('obj', 1), ('punct', 1)]
Ability to speak a second language .	['NN', 'TO', 'VB', 'DT', 'JJ', 'NN', '.']	[('root', 0), ('mark', 3), ('acl', 1), ('det', 6), ('amod', 6), ('obj', 3), ('punct', 1)]

Study up on the school you are applying for before the interview .	['VB', 'RP', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'VBG', 'IN', 'IN', 'DT', 'NN', '.']	[('root', 0), ('compound:prt', 1), ('case', 5), ('det', 5), ('obl', 1), ('nsubj', 8), ('aux', 8), ('acl:relcl', 5), ('obl', 8), ('case', 12), ('det', 12), ('obl', 8), ('punct', 1)]
Before the interview , study up on the school you are applying for .	['IN', 'DT', 'NN', ',', 'VB', 'RP', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'VBG', 'IN', '.']	[('case', 3), ('det', 3), ('obl', 5), ('punct', 5), ('root', 0), ('compound:prt', 5), ('case', 9), ('det', 9), ('obl', 5), ('nsubj', 12), ('aux', 12), ('acl:relcl', 9), ('obl', 12), ('punct', 5)]

suck is very important that you realize that reading few articles on how to achieve the best grades is not going to help you out .	['VB', 'VBZ', 'RB', 'JJ', 'IN', 'PRP', 'VBP', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'WRB', 'TO', 'VB', 'DT', 'JJS', 'NNS', 'VBZ', 'RB', 'VBG', 'TO', 'VB', 'PRP', 'RP', '.']	[('root', 0), ('cop', 4), ('advmod', 4), ('xcomp', 1), ('mark', 7), ('nsubj', 7), ('ccomp', 4), ('mark', 21), ('advcl', 7), ('amod', 11), ('obj', 9), ('mark', 15), ('advmod', 15), ('mark', 15), ('acl', 11), ('det', 18), ('amod', 18), ('obj', 15), ('aux', 21), ('advmod', 21), ('ccomp', 15), ('mark', 23), ('xcomp', 21), ('obj', 23), ('compound:prt', 23), ('punct', 1)]
fuck is very important that you realize that reading few articles on how to achieve the best grades is not going to help you out .	['NN', 'VBZ', 'RB', 'JJ', 'IN', 'PRP', 'VBP', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'WRB', 'TO', 'VB', 'DT', 'JJS', 'NNS', 'VBZ', 'RB', 'VBG', 'TO', 'VB', 'PRP', 'RP', '.']	[('nsubj', 4), ('cop', 4), ('advmod', 4), ('root', 0), ('mark', 7), ('nsubj', 7), ('ccomp', 4), ('mark', 21), ('advcl', 7), ('amod', 11), ('obj', 9), ('mark', 15), ('advmod', 15), ('mark', 15), ('acl', 11), ('det', 18), ('amod', 18), ('obj', 15), ('aux', 21), ('advmod', 21), ('ccomp', 15), ('mark', 23), ('xcomp', 21), ('obj', 23), ('compound:prt', 23), ('punct', 4)]

Purchase a post hole driver from home hardware stores .	['VB', 'DT', 'NN', 'NN', 'NN', 'IN', 'NN', 'NN', 'NNS', '.']	[('root', 0), ('det', 5), ('compound', 5), ('compound', 5), ('obj', 1), ('case', 9), ('compound', 8), ('compound', 9), ('obl', 1), ('punct', 1)]
You can purchase a post hole driver from home hardware stores .	['PRP', 'MD', 'VB', 'DT', 'NN', 'NN', 'NN', 'IN', 'NN', 'NN', 'NNS', '.']	[('nsubj', 3), ('aux', 3), ('root', 0), ('det', 7), ('compound', 7), ('compound', 7), ('obj', 3), ('case', 11), ('compound', 10), ('compound', 11), ('obl', 3), ('punct', 3)]

Do some sort of fancy movement with a knife to the person you are assassinating .	['VB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'VBG', '.']	[('root', 0), ('det', 3), ('obj', 1), ('case', 6), ('amod', 6), ('nmod', 3), ('case', 9), ('det', 9), ('obl', 1), ('case', 12), ('det', 12), ('nmod', 9), ('nsubj', 15), ('aux', 15), ('acl:relcl', 12), ('punct', 1)]
You will do some sort of fancy movement with a knife to the person you are assassinating .	['PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'VBG', '.']	[('nsubj', 3), ('aux', 3), ('root', 0), ('det', 5), ('obj', 3), ('case', 8), ('amod', 8), ('nmod', 5), ('case', 11), ('det', 11), ('obl', 3), ('case', 14), ('det', 14), ('nmod', 11), ('nsubj', 17), ('aux', 17), ('acl:relcl', 14), ('punct', 3)]

Get dreadlocks and go natural .	['VB', 'NNS', 'CC', 'VB', 'JJ', '.']	[('root', 0), ('obj', 1), ('cc', 4), ('conj', 1), ('xcomp', 4), ('punct', 1)]
Rasta girls are cool and easygoing .	['NN', 'NNS', 'VBP', 'JJ', 'CC', 'JJ', '.']	[('compound', 2), ('nsubj', 4), ('cop', 4), ('root', 0), ('cc', 6), ('conj', 4), ('punct', 4)]

Know yoy know how to be a rasta girl but to be a party girl you need one thing only ... Party ! Invite your friends , put on some reggae , serve vegetarian snacks and talk about how much you love dreadlocks , and most of all , have fun .	['VBP', 'PRP', 'VBP', 'WRB', 'TO', 'VB', 'DT', 'NN', 'NN', 'CC', 'TO', 'VB', 'DT', 'NN', 'NN', 'PRP', 'VBP', 'CD', 'NN', 'RB', '.']	[('root', 0), ('nsubj', 3), ('ccomp', 1), ('advmod', 9), ('mark', 9), ('cop', 9), ('det', 9), ('compound', 9), ('ccomp', 3), ('cc', 15), ('mark', 15), ('cop', 15), ('det', 15), ('compound', 15), ('conj', 9), ('nsubj', 17), ('conj', 1), ('nummod', 19), ('obj', 17), ('advmod', 19), ('punct', 1)]
Now you know how to be a Rasta girl , but to be a party girl you need one thing only ... Party ! Invite your friends , put on some reggae , serve vegetarian snacks and talk about how much you love dreadlocks , and most of all , have fun .	['RB', 'PRP', 'VBP', 'WRB', 'TO', 'VB', 'DT', 'NN', 'NN', ',', 'CC', 'TO', 'VB', 'DT', 'NN', 'NN', 'PRP', 'VBP', 'CD', 'NN', 'RB', '.']	[('advmod', 3), ('nsubj', 3), ('root', 0), ('advmod', 9), ('mark', 9), ('cop', 9), ('det', 9), ('compound', 9), ('ccomp', 3), ('punct', 18), ('cc', 18), ('mark', 16), ('cop', 16), ('det', 16), ('compound', 16), ('advcl', 18), ('nsubj', 18), ('conj', 3), ('nummod', 20), ('obj', 18), ('advmod', 20), ('punct', 3)]

Use different media-pictures , movies , music , leaflets etc.	['VB', 'JJ', 'NN', 'NNS', ',', 'NNS', ',', 'NN', ',', 'NNS', 'FW', '.']	[('root', 0), ('amod', 4), ('compound', 4), ('obj', 1), ('punct', 6), ('conj', 4), ('punct', 8), ('conj', 4), ('punct', 10), ('conj', 4), ('conj', 4), ('punct', 1)]
Pictures , movies , music , leaflets etc.	['NNS', ',', 'NNS', ',', 'NN', ',', 'NNS', 'FW', '.']	[('root', 0), ('punct', 3), ('conj', 1), ('punct', 5), ('conj', 1), ('punct', 7), ('conj', 1), ('advmod', 1), ('punct', 1)]

Involve people When talking remain eye contact but not with one person ( that can make people feel pressured ) make yourself seem relatable use points from your own life , and if your putting across your own opinion , involve other peoples opinion .	['VB', 'NNS']	[('root', 0), ('obj', 1)]
When talking remain eye contact but not with one person ( that can make people feel pressured ) make yourself seem relatable use points from your own life , and if your putting across your own opinion , involve other peoples opinion .	['WRB', 'VBG', 'VBP', 'NN', 'NN', 'CC', 'RB', 'IN', 'CD', 'NN', '-LRB-', 'WDT', 'MD', 'VB', 'NNS', 'VB', 'VBN', '-RRB-', 'VB', 'PRP', 'VB', 'JJ', 'NN', 'NNS', 'IN', 'PRP$', 'JJ', 'NN', ',', 'CC', 'IN', 'PRP$', 'NN', 'IN', 'PRP$', 'JJ', 'NN', ',', 'VB', 'JJ', 'NNS', 'NN', '.']	[('mark', 2), ('advcl', 3), ('advcl', 19), ('compound', 5), ('xcomp', 3), ('cc', 19), ('cc', 10), ('case', 10), ('nummod', 10), ('conj', 5), ('punct', 14), ('nsubj', 14), ('aux', 14), ('parataxis', 10), ('obj', 14), ('xcomp', 14), ('xcomp', 16), ('punct', 14), ('root', 0), ('obj', 19), ('xcomp', 19), ('amod', 24), ('compound', 24), ('obj', 21), ('case', 28), ('nmod:poss', 28), ('amod', 28), ('obl', 21), ('punct', 39), ('cc', 39), ('mark', 33), ('nmod:poss', 33), ('nsubj', 39), ('case', 37), ('nmod:poss', 37), ('amod', 37), ('nmod', 33), ('punct', 39), ('conj', 19), ('amod', 42), ('compound', 42), ('obj', 39), ('punct', 19)]

Being the leading cause of kidney failure , lower limb amputation , and blindness in developed countries , as well as increasing the likelihood of death from heart disease , diabetes mellitus is a modern-day scourge .	['VBG', 'DT', 'VBG', 'NN', 'IN', 'NN', 'NN', ',', 'JJR', 'NN', 'NN', ',', 'CC', 'NN', 'IN', 'VBN', 'NNS', ',', 'RB', 'RB', 'IN', 'VBG', 'DT', 'NN', 'IN', 'NN', 'IN', 'NN', 'NN', ',', 'NNS', 'NN', 'VBZ', 'DT', 'JJ', 'HYPH', 'NN', 'NN', '.']	[('cop', 4), ('det', 4), ('amod', 4), ('advcl', 38), ('case', 7), ('compound', 7), ('nmod', 4), ('punct', 11), ('amod', 11), ('compound', 11), ('conj', 7), ('punct', 14), ('cc', 14), ('conj', 4), ('case', 17), ('amod', 17), ('nmod', 14), ('punct', 22), ('cc', 22), ('fixed', 19), ('fixed', 19), ('acl', 14), ('det', 24), ('obj', 22), ('case', 26), ('nmod', 24), ('case', 29), ('compound', 29), ('nmod', 26), ('punct', 38), ('compound', 32), ('nsubj', 38), ('cop', 38), ('det', 38), ('amod', 37), ('punct', 37), ('compound', 38), ('root', 0), ('punct', 38)]
As the leading cause of kidney failure , lower-limb amputation , and blindness in developed countries , as well as increasing the likelihood of death from heart disease , diabetes mellitus is a modern-day scourge .	['IN', 'DT', 'VBG', 'NN', 'IN', 'NN', 'NN', ',', 'JJR', 'HYPH', 'NN', 'NN', ',', 'CC', 'NN', 'IN', 'VBN', 'NNS', ',', 'RB', 'RB', 'IN', 'VBG', 'DT', 'NN', 'IN', 'NN', 'IN', 'NN', 'NN', ',', 'NNS', 'NN', 'VBZ', 'DT', 'JJ', 'HYPH', 'NN', 'NN', '.']	[('case', 4), ('det', 4), ('amod', 4), ('obl', 39), ('case', 7), ('compound', 7), ('nmod', 4), ('punct', 12), ('amod', 11), ('punct', 11), ('compound', 12), ('conj', 7), ('punct', 15), ('cc', 15), ('conj', 7), ('case', 18), ('amod', 18), ('nmod', 15), ('punct', 23), ('cc', 23), ('fixed', 20), ('fixed', 20), ('acl', 15), ('det', 25), ('obj', 23), ('case', 27), ('nmod', 25), ('case', 30), ('compound', 30), ('nmod', 27), ('punct', 39), ('compound', 33), ('nsubj', 39), ('cop', 39), ('det', 39), ('amod', 38), ('punct', 38), ('compound', 39), ('root', 0), ('punct', 39)]

Sleep ( on an empty stomach ! ) - - get 6 , preferably 7 or more hours of sleep for recovery time for the nerves and all other systems to settle and rest .	['VB', '-LRB-', 'IN', 'DT', 'JJ', 'NN', '.', '-RRB-', ',', ',', 'VB', 'CD', ',', 'RB', 'CD', 'CC', 'JJR', 'NNS', 'IN', 'NN', 'IN', 'NN', 'NN', 'IN', 'DT', 'NNS', 'CC', 'DT', 'JJ', 'NNS', 'TO', 'VB', 'CC', 'VB', '.']	[('root', 0), ('punct', 6), ('case', 6), ('det', 6), ('amod', 6), ('obl', 1), ('punct', 1), ('punct', 1), ('punct', 1), ('punct', 1), ('parataxis', 1), ('obj', 11), ('punct', 12), ('advmod', 15), ('nummod', 18), ('cc', 17), ('conj', 15), ('obj', 11), ('case', 20), ('nmod', 18), ('case', 23), ('compound', 23), ('obl', 11), ('case', 26), ('det', 26), ('nmod', 23), ('cc', 30), ('det', 30), ('amod', 30), ('conj', 26), ('mark', 32), ('acl', 30), ('cc', 34), ('conj', 32), ('punct', 1)]
Sleep ( on an almost empty stomach ! ) - - get 6 , preferably 7 or more hours of sleep for recovery time for the nerves and all other systems to settle and rest .	['NN', '-LRB-', 'IN', 'DT', 'RB', 'JJ', 'NN', '.', '-RRB-']	[('root', 0), ('punct', 1), ('case', 7), ('det', 7), ('advmod', 6), ('amod', 7), ('nmod', 1), ('punct', 1), ('punct', 1)]

Keep treats for special occasions .	['VB', 'NNS', 'IN', 'JJ', 'NNS', '.']	[('root', 0), ('obj', 1), ('case', 5), ('amod', 5), ('obl', 1), ('punct', 1)]
Reserve treats for special occasions .	['NN', 'NNS', 'IN', 'JJ', 'NNS', '.']	[('compound', 2), ('root', 0), ('case', 5), ('amod', 5), ('nmod', 2), ('punct', 2)]

Eat more fruits and vegetables .	['VB', 'JJR', 'NNS', 'CC', 'NNS', '.']	[('root', 0), ('amod', 3), ('obj', 1), ('cc', 5), ('conj', 3), ('punct', 1)]
How to Eat Healthy	['WRB', 'TO', 'VB', 'JJ']	[('advmod', 3), ('mark', 3), ('root', 0), ('xcomp', 3)]

Do not be concerned about any language barrier .	['VB', 'RB', 'VB', 'JJ', 'IN', 'DT', 'NN', 'NN', '.']	[('aux', 4), ('advmod', 4), ('cop', 4), ('root', 0), ('case', 8), ('det', 8), ('compound', 8), ('obl', 4), ('punct', 4)]
Never be concerned about any language barrier .	['RB', 'VB', 'JJ', 'IN', 'DT', 'NN', 'NN', '.']	[('advmod', 3), ('cop', 3), ('root', 0), ('case', 7), ('det', 7), ('compound', 7), ('obl', 3), ('punct', 3)]

Unbeknown to naive buyers , the vibrant color of Type C stones will soon fade .	['VB', 'IN', 'JJ', 'NNS', ',', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NNS', 'MD', 'RB', 'VB', '.']	[('root', 0), ('case', 4), ('amod', 4), ('obl', 1), ('punct', 1), ('det', 8), ('amod', 8), ('nsubj', 15), ('case', 12), ('compound', 11), ('compound', 12), ('nmod', 8), ('aux', 15), ('advmod', 15), ('parataxis', 1), ('punct', 1)]
Unknown to naive buyers , the vibrant color of Type C stones will soon fade .	['JJ', 'IN', 'JJ', 'NNS', ',', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NNS', 'MD', 'RB', 'VB', '.']	[('advmod', 15), ('case', 4), ('amod', 4), ('obl', 1), ('punct', 15), ('det', 8), ('amod', 8), ('nsubj', 15), ('case', 12), ('compound', 11), ('compound', 12), ('nmod', 8), ('aux', 15), ('advmod', 15), ('root', 0), ('punct', 15)]

Download and install " Psiphon " for your device , run it and then enjoy the taste of pure internet .	['VB', 'CC', 'VB', '``', 'NN', "''", 'IN', 'PRP$', 'NN', ',', 'VB', 'PRP', 'CC', 'RB', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', '.']	[('root', 0), ('cc', 3), ('conj', 1), ('punct', 5), ('obj', 3), ('punct', 5), ('case', 9), ('nmod:poss', 9), ('obl', 1), ('punct', 11), ('conj', 1), ('obj', 11), ('cc', 15), ('advmod', 15), ('conj', 1), ('det', 17), ('obj', 15), ('case', 20), ('amod', 20), ('nmod', 17), ('punct', 1)]
Just search for it , download it , run it and then enjoy the taste of pure internet .	['RB', 'VB', 'IN', 'PRP', ',', 'VB', 'PRP', ',', 'VB', 'PRP', 'CC', 'RB', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', '.']	[('advmod', 2), ('root', 0), ('case', 4), ('obl', 2), ('punct', 6), ('conj', 2), ('obj', 6), ('punct', 9), ('conj', 2), ('obj', 9), ('cc', 13), ('advmod', 13), ('conj', 2), ('det', 15), ('obj', 13), ('case', 18), ('amod', 18), ('nmod', 15), ('punct', 2)]

Skip Internet Filtering in Iran	['VB', 'NN', 'NN', 'IN', 'NNP']	[('root', 0), ('compound', 3), ('obj', 1), ('case', 5), ('obl', 1)]
Bypass Internet Filtering in Iran	['NN', 'NN', 'NN', 'IN', 'NNP']	[('compound', 3), ('compound', 3), ('root', 0), ('case', 5), ('nmod', 3)]

Do not make a third person indulge in negativity .	['VB', 'RB', 'VB', 'DT', 'JJ', 'NN', 'VB', 'IN', 'NN', '.']	[('aux', 3), ('advmod', 3), ('root', 0), ('det', 6), ('amod', 6), ('obj', 3), ('xcomp', 3), ('case', 9), ('obl', 7), ('punct', 3)]
Never make a third person indulge in your negativity .	['RB', 'VB', 'DT', 'JJ', 'NN', 'VB', 'IN', 'PRP$', 'NN', '.']	[('advmod', 2), ('root', 0), ('det', 5), ('amod', 5), ('obj', 2), ('xcomp', 2), ('case', 9), ('nmod:poss', 9), ('obl', 6), ('punct', 2)]

Check out www.polyvore.com for great outfit ideas .	['VB', 'RP', 'ADD', 'IN', 'JJ', 'NN', 'NNS', '.']	[('root', 0), ('compound:prt', 1), ('obj', 1), ('case', 7), ('amod', 7), ('compound', 7), ('obl', 1), ('punct', 1)]
www.polyvore.com - source for great outfit ideas	['ADD', ',', 'NN', 'IN', 'JJ', 'NN', 'NNS']	[('root', 0), ('punct', 1), ('appos', 1), ('case', 7), ('amod', 7), ('compound', 7), ('nmod', 3)]

Use this as an opportunity to spend time with new people who may turn into close friends .	['VB', 'DT', 'IN', 'DT', 'NN', 'TO', 'VB', 'NN', 'IN', 'JJ', 'NNS', 'WP', 'MD', 'VB', 'IN', 'JJ', 'NNS', '.']	[('root', 0), ('obj', 1), ('case', 5), ('det', 5), ('obl', 1), ('mark', 7), ('acl', 5), ('obj', 7), ('case', 11), ('amod', 11), ('nmod', 8), ('nsubj', 14), ('aux', 14), ('acl:relcl', 11), ('case', 17), ('amod', 17), ('obl', 14), ('punct', 1)]
Now you have an opening for spending time with new people who may turn into close friends .	['RB', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'NN', 'NN', 'IN', 'JJ', 'NNS', 'WP', 'MD', 'VB', 'IN', 'JJ', 'NNS', '.']	[('advmod', 3), ('nsubj', 3), ('root', 0), ('det', 5), ('obj', 3), ('case', 8), ('compound', 8), ('nmod', 5), ('case', 11), ('amod', 11), ('nmod', 8), ('nsubj', 14), ('aux', 14), ('acl:relcl', 11), ('case', 17), ('amod', 17), ('obl', 14), ('punct', 3)]

Whisper John Jacob Jinglehimer Smith his name is my name too , when ever we go out , the people always shout , there goes John Jacob Jinglehimer Smith .	['VB', 'NNP', 'NNP', 'NNP']	[('root', 0), ('obj', 1), ('flat', 2), ('flat', 2)]
Whisper " John Jacob Jinglehimer Smith his name is my name too , when ever we go out , the people always shout , there goes John Jacob Jinglehimer Smith .	['NNP', "''", 'NNP', 'NNP', 'NNP']	[('compound', 3), ('punct', 3), ('root', 0), ('flat', 3), ('flat', 3)]

Name it , If its brown you could name it coacoa or if it Likes anything like toys you can name it that .	['VB', 'PRP', ',', 'IN', 'PRP', 'VBZ', 'JJ', 'PRP', 'MD', 'VB', 'PRP', 'RB', 'CC', 'IN', 'PRP', 'VBZ', 'NN', 'IN', 'NNS', 'PRP', 'MD', 'VB', 'PRP', 'DT', '.']	[('root', 0), ('obj', 1), ('punct', 1), ('mark', 7), ('nsubj', 7), ('cop', 7), ('advcl', 10), ('nsubj', 10), ('aux', 10), ('parataxis', 1), ('obj', 10), ('advmod', 10), ('cc', 22), ('mark', 16), ('nsubj', 16), ('advcl', 22), ('obj', 16), ('case', 19), ('nmod', 17), ('nsubj', 22), ('aux', 22), ('conj', 1), ('obj', 22), ('obj', 22), ('punct', 1)]
If it 's brown , you could name it cocoa or if it Likes anything like toys you can name it that .	['IN', 'PRP', 'VBZ', 'JJ', ',', 'PRP', 'MD', 'VB', 'PRP', 'NN', 'CC', 'IN', 'PRP', 'VBZ', 'NN', 'IN', 'NNS', 'PRP', 'MD', 'VB', 'PRP', 'DT', '.']	[('mark', 4), ('nsubj', 4), ('cop', 4), ('advcl', 8), ('punct', 8), ('nsubj', 8), ('aux', 8), ('root', 0), ('obj', 8), ('obj', 8), ('cc', 20), ('mark', 14), ('nsubj', 14), ('advcl', 20), ('obj', 14), ('case', 17), ('nmod', 15), ('nsubj', 20), ('aux', 20), ('conj', 8), ('obj', 20), ('obj', 20), ('punct', 8)]
